yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,citizenship
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
2016,Hotline,Female,9--17,Minor,0
